year,month,state,utilityNumber,utilityName,dataStatus,residentialCapacityPhotovoltaic,commercialCapacityPhotovoltaic,industrialCapacityPhotovoltaic,transportationCapacityPhotovoltaic,totalCapacityPhotovoltaic,residentialCustomerPhotovoltaic,commercialCustomerPhotovoltaic,industrialCustomerPhotovoltaic,transportationCustomerPhotovoltaic,totalCustomerPhotovoltaic,residentialSoldBackPhotovoltaic,commercialSoldBackPhotovoltaic,industrialSoldBackPhotovoltaic,transportationSoldBackPhotovoltaic,totalSoldBackPhotovoltaic,residentialCapacityWind,commercialCapacityWind,industrialCapacityWind,transportationCapacityWind,totalCapacityWind,residentialCustomerWind,commercialCustomerWind,industrialCustomerWind,transportationCustomerWind,totalCustomerWind,residentialSoldBackWind,commercialSoldBackWind,industrialSoldBackWind,transportationSoldBackWind,totalSoldBackWind,residentialCapacityOther,commercialCapacityOther,industrialCapacityOther,transportationCapacityOther,totalCapacityOther,residentialCustomerOther,commercialCustomerOther,industrialCustomerOther,transportationCustomerOther,totalCustomerOther,residentialSoldBackOther,commercialSoldBackOther,industrialSoldBackOther,transportationSoldBackOther,totalSoldBackOther,residentialCapacityAll,commercialCapacityAll,industrialCapacityAll,transportationCapacityAll,totalCapacityAll,residentialCustomerAll,commercialCustomerAll,industrialCustomerAll,transportationCustomerAll,totalCustomerAll,residentialSoldBackAll,commercialSoldBackAll,industrialSoldBackAll,transportationSoldBackAll,totalSoldBackAll
2018,7,CO,16603,"San Luis Valley R E C, Inc",Final,0.378,0.104,0.03,,0.512,86,11,2,,99,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.381,0.104,0.03,0,0.515,88,11,2,0,101,0,0,0,0,0
2018,7,CO,19499,"United Power, Inc",Final,16.252,0.389,0.021,,16.662,2692,13,1,,2706,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,16.274,0.401,0.021,0,16.696,2700,15,1,0,2716,0,0,0,0,0
2018,7,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,7,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.79,6.111,0.1,,14.001,1080,201,1,,1282,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.79,6.111,1.9,0,15.801,1080,201,2,0,1283,0,0,0,0,0
2018,7,CO,99999,Adjustment 2018,Final,-6.825,-18.216,0.312,0,-24.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.062,-18.216,0.312,0,-24.966,,,,,,,,,,
2018,8,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.819,6.124,0.1,,14.043,1085,202,1,,1288,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.819,6.124,1.9,0,15.843,1085,202,2,0,1289,0,0,0,0,0
2018,8,CO,99999,Adjustment 2018,Final,-6.441,-18.179,0.315,0,-24.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.678,-18.179,0.315,0,-24.541,,,,,,,,,,
2018,8,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,8,CO,19499,"United Power, Inc",Final,16.745,0.389,0.021,0,17.155,2782,13,1,0,2796,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,16.767,0.401,0.021,0,17.189,2790,15,1,0,2806,0,0,0,0,0
2018,8,CO,16603,"San Luis Valley R E C, Inc",Final,0.378,0.104,0.03,,0.512,86,11,2,,99,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.378,0.104,0.03,0,0.512,86,11,2,0,99,0,0,0,0,0
2018,8,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,8,CO,3989,City of Colorado Springs - (CO),Final,5.079,4.973,,,10.052,1115,82,,,1197,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,5.812,8.128,,0,13.94,1536,147,0,0,1683,0,0,0,0,0
2018,8,CO,6604,City of Fort Collins - (CO),Final,6.054,1.151,0.2,0,7.405,1097,55,3,0,1155,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.464,0,1.464,0,0,3,0,3,0,0,0,0,0,6.675,1.151,1.664,0,9.49,1298,55,6,0,1359,0,0,0,0,0
2018,8,CO,9336,Intermountain Rural Elec Assn,Final,11.587,0.056,0,0,11.643,1867,4,0,0,1871,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,11.633,0.056,,0,11.689,1884,4,0,0,1888,0,0,0,0,0
2018,8,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,1.176,0,0,1.176,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,1.176,0,0,1.176
2018,8,CO,15257,"Poudre Valley REA, Inc",Final,3.506,0.234,0.081,,3.821,478,19,4,,501,103.067,,,,103.067,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4.245,0.234,0.081,0,4.56,639,19,4,0,662,103.067,0,0,0,103.067
2018,12,CO,99999,Adjustment 2018,Final,-4.587,-18.091,0.334,0,-22.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.825,-18.091,0.334,0,-22.582,,,,,,,,,,
2018,12,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.845,6.124,0.1,,14.069,1089,202,1,,1292,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.845,6.124,1.9,0,15.869,1089,202,2,0,1293,0,0,0,0,0
2018,12,CO,19499,"United Power, Inc",Final,19.267,0.389,0.021,0,19.677,3205,13,1,0,3219,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,19.289,0.401,0.021,0,19.711,3213,15,1,0,3229,0,0,0,0,0
2018,12,CO,3989,City of Colorado Springs - (CO),Final,8.24,5.038,,,13.278,2158,84,,,2242,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,8.973,8.193,,0,17.166,2579,149,0,0,2728,0,0,0,0,0
2018,12,CO,6604,City of Fort Collins - (CO),Final,6.925,1.191,0.202,0,8.318,1240,54,4,0,1298,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.464,0,1.464,0,0,3,0,3,0,0,0,0,0,7.546,1.191,1.666,0,10.403,1441,54,7,0,1502,0,0,0,0,0
2018,12,CO,9336,Intermountain Rural Elec Assn,Final,12.861,0.056,0,0,12.917,2130,4,0,0,2134,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,12.907,0.056,,0,12.963,2147,4,0,0,2151,0,0,0,0,0
2018,12,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0,0,0,0
2018,12,CO,15257,"Poudre Valley REA, Inc",Final,3.778,0.281,0.056,,4.115,510,21,3,,534,68.833,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4.522,0.281,0.056,0,4.859,672,21,3,0,696,68.833,0,0,0,68.833
2018,12,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,12,CO,16603,"San Luis Valley R E C, Inc",Final,0.434,0.104,0.124,,0.662,92,11,6,,109,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.437,0.104,0.124,0,0.665,94,11,6,0,111,0,0,0,0,0
2018,12,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,10,CO,3989,City of Colorado Springs - (CO),Final,5.079,4.973,,,10.052,1115,82,,,1197,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,5.812,8.128,,0,13.94,1536,147,0,0,1683,0,0,0,0,0
2018,10,CO,6604,City of Fort Collins - (CO),Final,6.337,1.151,0.202,0,7.69,1144,55,4,0,1203,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.464,0,1.464,0,0,3,0,3,0,0,0,0,0,6.958,1.151,1.666,0,9.775,1345,55,7,0,1407,0,0,0,0,0
2018,10,CO,9336,Intermountain Rural Elec Assn,Final,12.322,0.056,0,0,12.378,2020,4,0,0,2024,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,12.368,0.056,,0,12.424,2037,4,0,0,2041,0,0,0,0,0
2018,10,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0,0,0,0
2018,10,CO,15257,"Poudre Valley REA, Inc",Final,3.687,0.281,0.056,,4.024,499,21,3,,523,75.728,,,,75.728,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4.431,0.281,0.056,0,4.768,661,21,3,0,685,75.728,0,0,0,75.728
2018,10,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,10,CO,16603,"San Luis Valley R E C, Inc",Final,0.388,0.104,0.03,,0.522,88,11,2,,101,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.391,0.104,0.03,0,0.525,90,11,2,0,103,0,0,0,0,0
2018,10,CO,19499,"United Power, Inc",Final,17.934,0.389,0.021,,18.344,2983,13,1,,2997,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,17.956,0.401,0.021,0,18.378,2991,15,1,0,3007,0,0,0,0,0
2018,10,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,10,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.825,6.124,0.1,,14.049,1086,202,1,,1289,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.825,6.124,1.9,0,15.849,1086,202,2,0,1290,0,0,0,0,0
2018,10,CO,99999,Adjustment 2018,Final,-5.6,-18.149,0.33,0,-23.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.837,-18.149,0.33,0,-23.656,,,,,,,,,,
2018,11,CO,9336,Intermountain Rural Elec Assn,Final,12.545,0.056,0,0,12.601,2072,4,0,0,2076,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,12.591,0.056,,0,12.647,2089,4,0,0,2093,0,0,0,0,0
2018,11,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0,0,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0,0,0,0
2018,11,CO,15257,"Poudre Valley REA, Inc",Final,3.736,0.281,0.056,,4.073,505,21,3,,529,68.234,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4.48,0.281,0.056,0,4.817,667,21,3,0,691,68.234,0,0,0,68.234
2018,11,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,11,CO,16603,"San Luis Valley R E C, Inc",Final,0.391,0.104,0.03,,0.525,89,11,2,,102,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.394,0.104,0.03,0,0.528,91,11,2,0,104,0,0,0,0,0
2018,11,CO,19499,"United Power, Inc",Final,18.58,0.389,0.021,,18.99,3098,13,1,,3112,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,18.602,0.401,0.021,0,19.024,3106,15,1,0,3122,0,0,0,0,0
2018,11,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,11,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.845,6.124,0.1,,14.069,1089,202,1,,1292,,,,,0,,,1.8,,1.8,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.845,6.124,1.9,0,15.869,1089,202,2,0,1293,0,0,0,0,0
2018,11,CO,99999,Adjustment 2018,Final,-5.165,-18.113,0.332,0,-22.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.403,-18.113,0.332,0,-23.183,,,,,,,,,,
2018,11,CO,6604,City of Fort Collins - (CO),Final,6.644,1.15,0.202,0,7.996,1195,55,4,0,1254,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.464,0,1.464,0,0,3,0,3,0,0,0,0,0,7.265,1.15,1.666,0,10.081,1396,55,7,0,1458,0,0,0,0,0
2018,11,CO,3989,City of Colorado Springs - (CO),Final,5.079,4.973,,,10.052,1115,82,,,1197,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,5.812,8.128,,0,13.94,1536,147,0,0,1683,0,0,0,0,0
2018,3,CO,99999,Adjustment 2018,Final,-8.331,-18.333,0.247,0,-26.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.569,-18.333,0.247,0,-26.655,,,,,,,,,,
2018,3,CO,3989,City of Colorado Springs - (CO),Final,3.563,4.926,,,8.489,776,78,,,854,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,4.296,8.081,,0,12.377,1197,143,0,0,1340,0,0,0,0,0
2018,3,CO,6604,City of Fort Collins - (CO),Final,5.353,1.191,0.18,0,6.724,977,54,1,0,1032,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,5.974,1.191,1.38,0,8.545,1178,54,3,0,1235,0,0,0,0,0
2018,3,CO,9336,Intermountain Rural Elec Assn,Final,10.257,0.056,0,0,10.313,1639,4,0,0,1643,,,,,0,0.046,0,,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,10.303,0.056,,0,10.359,1656,4,0,0,1660,0,0,0,0,0
2018,3,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0.374,0,0,0.374,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0.374,0,0,0.374
2018,3,CO,15257,"Poudre Valley REA, Inc",Final,3.023,0.214,0.098,,3.335,417,18,5,,440,103.521,,,,103.521,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3.767,0.214,0.098,0,4.079,577,18,5,0,600,103.521,0,0,0,103.521
2018,3,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,3,CO,16603,"San Luis Valley R E C, Inc",Final,0.323,0.104,0.03,0,0.457,75,11,2,0,88,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.326,0.104,0.03,0,0.46,77,11,2,0,90,0,0,0,0,0
2018,3,CO,19499,"United Power, Inc",Final,14.51,0.389,0.021,0,14.92,2393,13,1,0,2407,,,,,0,0.022,0.012,0,0,0.034,8,2,0,0,10,,,,,0,,,,,0,,,,,0,,,,,0,14.532,0.401,0.021,0,14.954,2401,15,1,0,2417,0,0,0,0,0
2018,3,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,3,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.64,6.013,0.1,,13.753,1058,199,1,,1258,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.64,6.013,1.9,0,15.553,1058,199,2,0,1259,0,0,0,0,0
2018,1,CO,3989,City of Colorado Springs - (CO),Final,2.573,4.645,,,7.218,552,72,,,624,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,3.375,9.771,,0,13.146,991,139,0,0,1130,0,0,0,0,0
2018,1,CO,6604,City of Fort Collins - (CO),Final,5.06,1.202,0.18,0,6.442,928,56,1,0,985,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,5.681,1.202,1.38,0,8.263,1129,56,3,0,1188,0,0,0,0,0
2018,1,CO,9336,Intermountain Rural Elec Assn,Final,9.152,0.056,0,0,9.208,1440,4,0,0,1444,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,9.198,0.056,,0,9.254,1457,4,0,0,1461,0,0,0,0,0
2018,1,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0.288,0,0,0.288,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0.288,0,0,0.288
2018,1,CO,15257,"Poudre Valley REA, Inc",Final,2.881,0.193,0.098,0,3.172,401,17,5,0,423,65.07,0,0,0,65.07,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3.625,0.193,0.098,0,3.916,561,17,5,0,583,65.07,0,0,0,65.07
2018,1,CO,15466,Public Service Co of Colorado,Final,173.743,120.55,0.639,0,294.932,31065,2296,13,0,33374,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,173.743,120.55,0.639,0,294.932,31065,2296,13,0,33374,0,0,0,0,0
2018,1,CO,19499,"United Power, Inc",Final,13.731,0.389,0.021,,14.141,2251,13,1,,2265,,,,,0,0.022,0.012,,,0.034,8,2,,,10,,,,,0,,,,,0,,,,,0,,,,,0,13.753,0.401,0.021,0,14.175,2259,15,1,0,2275,0,0,0,0,0
2018,1,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,1,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.552,6.013,0.1,,13.665,1045,199,1,,1245,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.552,6.013,1.9,0,15.465,1045,199,2,0,1246,0,0,0,0,0
2018,1,CO,99999,Adjustment 2018,Final,-8.829,-18.12,0.22,0,-26.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.067,-18.12,0.22,0,-26.967,,,,,,,,,,
2018,1,CO,16603,"San Luis Valley R E C, Inc",Final,0.323,0.104,0.03,0,0.457,75,11,2,0,88,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.326,0.104,0.03,0,0.46,77,11,2,0,90,0,0,0,0,0
2018,2,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,0.166,0,0,0.166,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,0.166,0,0,0.166
2018,2,CO,15257,"Poudre Valley REA, Inc",Final,2.971,0.193,0.098,0,3.262,410,17,5,0,432,66.484,0,0,0,66.484,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3.715,0.193,0.098,0,4.006,570,17,5,0,592,66.484,0,0,0,66.484
2018,2,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,2,CO,16603,"San Luis Valley R E C, Inc",Final,0.323,0.104,0.03,,0.457,75,11,2,,88,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.326,0.104,0.03,0,0.46,77,11,2,0,90,0,0,0,0,0
2018,2,CO,19499,"United Power, Inc",Final,14.07,0.389,0.021,0,14.48,2310,13,1,0,2324,,,,,0,0.022,0.012,,,0.034,8,2,,,10,,,,,0,,,,,0,,,,,0,,,,,0,14.092,0.401,0.021,0,14.514,2318,15,1,0,2334,0,0,0,0,0
2018,2,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,2,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.603,6.013,0.1,,13.716,1054,199,1,,1254,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.603,6.013,1.9,0,15.516,1054,199,2,0,1255,0,0,0,0,0
2018,2,CO,99999,Adjustment 2018,Final,-8.701,-18.362,0.22,0,-26.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.939,-18.362,0.22,0,-27.081,,,,,,,,,,
2018,2,CO,9336,Intermountain Rural Elec Assn,Final,10.125,0.056,0,0,10.181,1617,4,0,0,1621,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,10.171,0.056,,0,10.227,1634,4,0,0,1638,0,0,0,0,0
2018,2,CO,6604,City of Fort Collins - (CO),Final,5.201,1.191,0.18,0,6.572,951,54,1,0,1006,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,5.822,1.191,1.38,0,8.393,1152,54,3,0,1209,0,0,0,0,0
2018,2,CO,3989,City of Colorado Springs - (CO),Final,2.573,4.645,,,7.218,552,72,,,624,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,3.375,9.771,,0,13.146,991,139,0,0,1130,0,0,0,0,0
2018,6,CO,3989,City of Colorado Springs - (CO),Final,3.563,4.926,,,8.489,776,78,,,854,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,4.296,8.081,,0,12.377,1197,143,0,0,1340,0,0,0,0,0
2018,6,CO,6604,City of Fort Collins - (CO),Final,5.757,1.127,0.18,0,7.064,1046,53,1,0,1100,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,6.378,1.127,1.38,0,8.885,1247,53,3,0,1303,0,0,0,0,0
2018,6,CO,9336,Intermountain Rural Elec Assn,Final,10.921,0.056,0,0,10.977,1739,4,0,0,1743,,,,,0,0.046,0,0,0,0.046,17,0,0,0,17,,,,,0,,,,,0,,,,,0,,,,,0,10.967,0.056,,0,11.023,1756,4,0,0,1760,0,0,0,0,0
2018,6,CO,12866,Moon Lake Electric Assn Inc,Final,0.006,0.1,0,0,0.106,1,5,0,0,6,0,1.213,0,0,1.213,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0.006,0.1,,0,0.106,1,5,0,0,6,0,1.213,0,0,1.213
2018,6,CO,15257,"Poudre Valley REA, Inc",Final,3.356,0.256,0.081,,3.693,454,20,4,,478,98.634,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4.095,0.256,0.081,0,4.432,615,20,4,0,639,98.634,0,0,0,98.634
2018,6,CO,15466,Public Service Co of Colorado,Final,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,175.99,122.242,0.639,0,298.871,31475,2308,13,0,33796,0,0,0,0,0
2018,6,CO,16603,"San Luis Valley R E C, Inc",Final,0.35,0.104,0.03,,0.484,80,11,2,,93,,,,,0,0.003,,,,0.003,2,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,0.353,0.104,0.03,0,0.487,82,11,2,0,95,0,0,0,0,0
2018,6,CO,19499,"United Power, Inc",Final,15.854,0.389,0.021,,16.264,2626,13,1,,2640,,,,,0,0.022,0.012,0,,0.034,8,2,0,,10,,,,,0,,,,,0,,,,,0,,,,,0,15.876,0.401,0.021,0,16.298,2634,15,1,0,2650,0,0,0,0,0
2018,6,CO,27058,"High West Energy, Inc",Final,,,,,0,,,,,0,,,,,0,0.006,,,,0.006,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,0.006,,,0,0.006,3,0,0,0,3,0,0,0,0,0
2018,6,CO,56146,"Black Hills Colorado Electric, LLC",Final,7.76,6.111,0.1,,13.971,1076,201,1,,1278,,,,,0,0,0,1.8,,1.8,0,0,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,7.76,6.111,1.9,0,15.771,1076,201,2,0,1279,0,0,0,0,0
2018,6,CO,99999,Adjustment 2018,Final,-7.225,-18.222,0.312,0,-25.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.462,-18.222,0.312,0,-25.373,,,,,,,,,,
2018,4,CO,3989,City of Colorado Springs - (CO),Final,3.563,4.926,,,8.489,776,78,,,854,,,,,0,0.002,0.006,,,0.008,1,1,,,2,,,,,0,,,,,0,,,,,0,,,,,0,4.296,8.081,,0,12.377,1197,143,0,0,1340,0,0,0,0,0
